Generated 100 input `x`.
f_1(x) = exp(x)
p_4(x) = 0.9990600540482584x^0 + 1.0183001231003161x^1 + 0.42124630076425823x^2 + 0.27862511709017124x^3
p_6(x) = 0.9999975939484063x^0 + 1.000099801481233x^1 + 0.49901917517108796x^2 + 0.17048953919212867x^3 + 0.03480111551348111x^4 + 0.013872004873589363x^5
p_11(x) = 0.9999999931601208x^0 + 1.0000007190938185x^1 + 0.4999812819473655x^2 + 0.16687652307446232x^3 + 0.040413565188782224x^4 + 0.012747678561865077x^5 + -0.00823863696503431x^6 + 0.013342275418064887x^7 + -0.010906652862548279x^8 + 0.005065837889241886x^9 + -0.0010007604645377152x^10
|          x           |        exp(x)        |        p_3(x)        |        p_5(x)        |       p_10(x)        |
|:--------------------:|:--------------------:|:--------------------:|:--------------------:|:--------------------:|
|         0.0          |         1.0          |  0.9990600540482584  |  0.9999975939484063  |  0.9999999931601208  |
| 0.010101010101010102 |  1.0101521975065353  |  1.009389180962126   |  1.0101507033457573  |  1.010152196224109   |
| 0.020202020202020204 |  1.0204074621272825  |  1.0198059906606343  |  1.0204067023655343  |  1.020407463711047   |
| 0.030303030303030304 |  1.0307668402199412  |  1.030312206067029   |  1.0307666585183608  |  1.0307668428710475  |
| 0.04040404040404041  |  1.0412313887650415  |  1.0409095501045555  |  1.0412316483598276  |  1.0412313913605622  |
| 0.05050505050505051  |  1.0518021754737883  |  1.0515997456964603  |  1.051802757665536   |  1.051802177389744   |
| 0.06060606060606061  |  1.0624802788970018  |  1.0623845157659892  |  1.0624810816061367  |  1.0624802798654618  |
| 0.07070707070707072  |  1.0732667885351628  |  1.0732655832363875  |  1.0732677249223792  |  1.073266788530529   |
| 0.08080808080808081  |  1.0841628049495768  |  1.084244671030902   |  1.0841638021001478  |  1.0841628040996718  |
| 0.09090909090909091  |  1.0951694398746643  |  1.0953235020727778  |  1.0951704375455105  |  1.0951694383927326  |
| 0.10101010101010102  |  1.1062878163313936  |  1.1065037992852609  |  1.1062887657597578  |  1.1062878144655557  |
| 0.11111111111111112  |  1.1175190687418637  |  1.1177872855915973  |  1.1175199315144473  |  1.1175190667389767  |
| 0.12121212121212122  |  1.1288643430450505  |  1.1291756839150329  |  1.1288650900264465  |  1.1288643411262997  |
| 0.13131313131313133  |  1.1403247968137291  |  1.1406707171788135  |  1.1403254071329754  |  1.140324795159618   |
| 0.14141414141414144  |  1.151901599372582   |  1.152274108306185   |  1.1519020594666498  |   1.1519015981153    |
| 0.15151515151515152  |  1.1635959319175064  |  1.1639875802203932  |  1.1635962346305235  |  1.1635959311389417  |
| 0.16161616161616163  |  1.175408987636134   |  1.175812855844684   |  1.1754091313731319  |  1.1754089873700522  |
| 0.17171717171717174  |  1.187341971829573   |  1.187751658102303   |  1.1873419597635346  |  1.1873419720667164  |
| 0.18181818181818182  |  1.1993961020353858  |  1.1998057099164967  |  1.1993959413663586  |  1.1993961027304643  |
| 0.19191919191919193  |  1.2115726081518179  |  1.2119767342105103  |  1.211572309416841   |  1.2115726092315384  |
| 0.20202020202020204  |  1.2238727325632832  |  1.2242664539075905  |  1.223872308995871   |  1.2238727339347437  |
| 0.21212121212121213  |  1.236297730267129   |  1.2366765919309823  |  1.2362971972050347  |  1.2362977318260377  |
| 0.22222222222222224  |  1.2488488690016821  |  1.2492088712039318  |  1.2488482433416563  |  1.248848870640006   |
| 0.23232323232323235  |  1.2615274293756007  |  1.2618650146496848  |  1.2615267290738426  |  1.261527430988342   |
| 0.24242424242424243  |  1.2743347049985336  |  1.2746467451914878  |  1.2743339486155232  |  1.274334706489451   |
| 0.25252525252525254  |  1.2872720026131113  |  1.287555785752586   |  1.2872712089014966  |  1.2872720038992667  |
| 0.26262626262626265  |  1.3003406422282728  |  1.3005938592562254  |  1.300339829762472   |  1.3003406432433622  |
| 0.27272727272727276  |  1.3135419572539493  |  1.313762688625652   |  1.3135411441001108  |  1.3135419579504328  |
|  0.2828282828282829  |  1.3268772946371126  |  1.3270639967841116  |  1.3268764980620702  |  1.3268772949872059  |
| 0.29292929292929293  |  1.3403480149992058  |  1.3404995066548502  |  1.3403472512170487  |  1.340348014994822   |
| 0.30303030303030304  |  1.3539554927749704  |  1.3540709411611134  |  1.3539547767298243  |  1.3539554924267447  |
| 0.31313131313131315  |  1.3677011163526802  |  1.367780023226147   |  1.367700461536301   |  1.3677011156882126  |
| 0.32323232323232326  |  1.3815862882158017  |  1.3816284757731974  |  1.381585706518551   |  1.3815862872772695  |
| 0.33333333333333337  |  1.3956124250860895  |   1.39561802172551   |  1.3956119266798568  |  1.3956124239273964  |
|  0.3434343434343435  |  1.4097809580681384  |  1.4097503840063306  |  1.4097805513197537  |  1.4097809567517476  |
|  0.3535353535353536  |  1.4240933327953988  |  1.4240272855389056  |  1.4240930242090741  |  1.4240933313890114  |
| 0.36363636363636365  |  1.438551009577678   |  1.4384504492464802  |  1.438550803764991   |  1.438551008150893   |
| 0.37373737373737376  |  1.4531554635501363  |  1.453021598052301   |  1.4531553632260579  |  1.4531554621712308  |
| 0.38383838383838387  |  1.4679081848237983  |  1.4677424548796134  |  1.4679081908272538  |  1.4679081835567402  |
|  0.393939393939394   |  1.4828106786375894  |  1.4826147426516632  |  1.482810789975027   |  1.4828106775393808  |
|  0.4040404040404041  |  1.497864465511918   |  1.497640184291696   |  1.4978646794223354  |  1.4978644646303547  |
|  0.4141414141414142  |  1.513071081403816   |  1.5128205027229586  |  1.5130713934436915  |  1.5130710807757197  |
| 0.42424242424242425  |  1.5284320778636546  |  1.528157420868696   |  1.5284324820102049  |  1.5284320775136264  |
| 0.43434343434343436  |  1.5439490221934506  |  1.5436526616521546  |  1.5439495109646242  |  1.5439490221331618  |
|  0.4444444444444445  |  1.5596234976067809  |  1.5593079479965801  |  1.5596240621963808  |  1.5596234978348107  |
|  0.4545454545454546  |  1.5754571033903184  |  1.5751250028252184  |  1.5754577338166327  |  1.5754571038925191  |
|  0.4646464646464647  |  1.591451455067011   |  1.591105549061315   |  1.5914521403333044  |  1.591451455817376   |
|  0.4747474747474748  |  1.6076081845609145  |  1.6072513096281162  |  1.607608912826133   |  1.6076081855228967  |
| 0.48484848484848486  |  1.6239289403636996  |  1.6235640074488678  |  1.6239296991217096  |  1.6239289414919242  |
|  0.494949494949495   |  1.6404153877028504  |  1.6400453654468157  |  1.6404161639685222  |  1.6404153889451523  |
|  0.5050505050505051  |  1.6570692087115697  |  1.6566971065452054  |  1.6570699892119995  |  1.657069210011273   |
|  0.5151515151515152  |  1.6738921026004079  |  1.6735209536672833  |  1.6738928739695524  |  1.6738921038987629  |
|  0.5252525252525253  |  1.690885785830637   |  1.6905186297362946  |  1.6908865348056177  |  1.6908857870693235  |
|  0.5353535353535354  |  1.7080519922893829  |  1.7076918576754858  |  1.708052705906701   |  1.7080519934129865  |
|  0.5454545454545455  |  1.725392473466536   |  1.7250423604081029  |  1.7253931392564203  |  1.725392474424908   |
|  0.5555555555555556  |  1.7429089986334578  |  1.7425718608573906  |  1.7429096048105466  |  1.7429089993838722  |
|  0.5656565656565657  |  1.7606033550235025  |  1.7602820819465963  |  1.7606038906720503  |  1.7606033555325218  |
|  0.5757575757575758  |   1.77847734801437   |  1.7781747465989648  |   1.77847780326614   |  1.7784773482593552  |
|  0.5858585858585859  |  1.796532801312311   |  1.7962515777377424  |  1.7965331675153091  |  1.7965328012825028  |
|  0.595959595959596   |  1.814771557138203   |  1.8145142982861748  |  1.8147718270143771  |  1.8147715568353386  |
|  0.6060606060606061  |  1.8331954764155127  |  1.8329646311675076  |  1.8331956442055317  |  1.8331954758539233  |
|  0.6161616161616162  |  1.8518064389601703  |  1.8516042993049875  |  1.8518065005533733  |   1.85180643816636   |
|  0.6262626262626263  |  1.8706063436723679  |  1.8704350256218598  |  1.8706062967199562  |  1.8706063426840585  |
|  0.6363636363636365  |  1.8895971087303078  |  1.8894585330413702  |  1.889596952739834   |  1.889597107594971   |
|  0.6464646464646465  |  1.9087806717859161  |  1.9086765444867646  |  1.9087804081950996  |  1.908780670558829   |
|  0.6565656565656566  |  1.928158990162544   |  1.9280907828812894  |   1.92815862239043   |  1.9281589889044246  |
|  0.6666666666666667  |  1.947734041054676   |  1.9477029711481904  |  1.9477335745281286  |  1.9477340398289673  |
|  0.6767676767676768  |  1.9675078217296653  |  1.9675148322107125  |  1.9675072638831679  |  1.9675078205995664  |
|  0.686868686868687   |  1.9874823497315182  |  1.987528088992103   |  1.9874817099782343  |  1.987482348756869   |
|  0.696969696969697   |  2.0076596630867454  |  2.0077444644156066  |  2.0076589527587663  |  2.007659662320885   |
|  0.7070707070707072  |  2.0280418205123065  |  2.0281656814044693  |  2.0280410527680037  |  2.0280418199990513  |
|  0.7171717171717172  |  2.048630901625661   |  2.048793462881938   |  2.048630091322025   |  2.048630901396534   |
